STATE,STATE_AB,COUNTY,Internal_State_Region,TVDMA,Metropolitan_Statistical_Areas,Metro_Grp
IOWA,IA,SCOTT,East ISR," Davenport - Rock Island - Moline, IA - IL DMA"," Davenport - Moline - Rock Island, IA - IL MSA", Eastern Metro GMR.
IOWA,IA,SHELBY,West Central ISR," Omaha, NE - IA - MO DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,SIOUX,Northwest ISR," Sioux City, IA - NE - SD DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,STORY,Central ISR," Des Moines - Ames, IA - MO DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,TAMA,Central ISR," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,TAYLOR,Southwest ISR," Des Moines - Ames, IA - MO DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,UNION,Southwest ISR," Des Moines - Ames, IA - MO DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,VAN BUREN,Southeast ISR," Ottumwa - Kirksville, IA - MO DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,WAPELLO,South Central ISR," Ottumwa - Kirksville, IA - MO DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,WARREN,South Central ISR," Des Moines - Ames, IA - MO DMA"," Des Moines, IA MSA", Des Moines Metro GMR.
IOWA,IA,WASHINGTON,Southeast ISR," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,WAYNE,South Central ISR," Des Moines - Ames, IA - MO DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,WEBSTER,Northwest ISR," Des Moines - Ames, IA - MO DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,WINNEBAGO,North Central ISR," Rochester - Mason City - Austin, MN - IA DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,WINNESHIEK,Northeast ISR," Cedar Rapids - Waterloo&Dubuque, IA - WI DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,WOODBURY,Northwest ISR," Sioux City, IA - NE - SD DMA"," Sioux City, IA - NE MSA", Western Metro GMR.
IOWA,IA,WORTH,North Central ISR," Rochester - Mason City - Austin, MN - IA DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
IOWA,IA,WRIGHT,North Central ISR," Des Moines - Ames, IA - MO DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
