STATE,STATE_AB,COUNTY,Internal_State_Region,TVDMA,Metropolitan_Statistical_Areas,Metro_Grp
INDIANA,IN,RANDOLPH,Eastern ISR," Indianapolis, IN DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,RIPLEY,South Central ISR," Cincinnati, OH -IN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,RUSH,Eastern ISR," Indianapolis, IN DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,ST JOSEPH,Northern ISR," South Bend - Elkhart, IN - MI DMA"," South Bend, IN MSA", Other Metro GMR.
INDIANA,IN,SCOTT,Southern ISR," Louisville, KY - IN DMA"," Louisville, KY - IN MSA", Other Metro GMR.
INDIANA,IN,SHELBY,Central ISR," Indianapolis, IN DMA"," Indianapolis, IN MSA", Indianapolis Metro GMR.
INDIANA,IN,SPENCER,Southern ISR," Evansville, IN - IL - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,STARKE,Northern ISR," South Bend - Elkhart, IN - MI DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,STEUBEN,Northern ISR," Ft. Wayne, IN - OH DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,SULLIVAN,Western ISR," Terre Haute, IN - IL DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,SWITZERLAND,South Central ISR," Cincinnati, OH -IN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,TIPPECANOE,Western ISR," Lafayette, IN DMA"," Lafayette, IN MSA", Other Metro GMR.
INDIANA,IN,TIPTON,Eastern ISR," Indianapolis, IN DMA"," Kokomo, IN MSA", Other Metro GMR.
INDIANA,IN,UNION,Eastern ISR," Cincinnati, OH -IN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,VANDERBURGH,Southern ISR," Evansville, IN - IL - KY DMA"," Evansville - Henderson, IN - KY MSA", Other Metro GMR.
INDIANA,IN,VERMILLION,Western ISR," Terre Haute, IN - IL DMA"," Terre Haute, IN MSA", Other Metro GMR.
INDIANA,IN,VIGO,Western ISR," Terre Haute, IN - IL DMA"," Terre Haute, IN MSA", Other Metro GMR.
INDIANA,IN,WABASH,Eastern ISR," Ft. Wayne, IN - OH DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,WARREN,Western ISR," Lafayette, IN DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,WARRICK,Southern ISR," Evansville, IN - IL - KY DMA"," Evansville - Henderson, IN - KY MSA", Other Metro GMR.
INDIANA,IN,WASHINGTON,Southern ISR," Louisville, KY - IN DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,WAYNE,Eastern ISR," Dayton, OH - IN DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,WELLS,Eastern ISR," Ft. Wayne, IN - OH DMA"," Fort Wayne, IN MSA", Fort Wayne Metro GMR.
INDIANA,IN,WHITE,Western ISR," Indianapolis, IN DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
INDIANA,IN,WHITLEY,Eastern ISR," Ft. Wayne, IN - OH DMA"," Fort Wayne, IN MSA", Fort Wayne Metro GMR.
