STATE,STATE_AB,COUNTY,Internal_State_Region,TVDMA,Metropolitan_Statistical_Areas,Metro_Grp
CALIFORNIA,CA,SANTA BARBARA,Central Coast ISR," Santa Barbara - Santa Maria - San Luis Obispo, CA DMA"," Santa Barbara - Santa Maria - Lompoc, CA MSA", Other Metro GMR.
CALIFORNIA,CA,SANTA CLARA,San Francisco Bay Area ISR," San Francisco - Oakland - San Jose, CA DMA"," San Jose, CA PMSA", Bay Area Metro GMR.
CALIFORNIA,CA,SANTA CRUZ,San Francisco Bay Area ISR," Monterey - Salinas, CA DMA"," Santa Cruz - Watsonville, CA PMSA", Bay Area Metro GMR.
CALIFORNIA,CA,SHASTA,Shasta Cascade ISR," Chico - Redding, CA DMA"," Redding, CA MSA", Other Metro GMR.
CALIFORNIA,CA,SIERRA,Gold Country & High Sierra* ISR," Sacramento - Stockton - Modesto, CA DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
CALIFORNIA,CA,SISKIYOU,Shasta Cascade ISR," Medford - Klamath Falls, OR - CA DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
CALIFORNIA,CA,SOLANO,Central Valley* ISR," San Francisco - Oakland - San Jose, CA DMA"," Vallejo - Fairfield - Napa, CA PMSA", Bay Area Metro GMR.
CALIFORNIA,CA,SONOMA,North Coast ISR," San Francisco - Oakland - San Jose, CA DMA"," Santa Rosa, CA PMSA", Bay Area Metro GMR.
CALIFORNIA,CA,STANISLAUS,Central Valley* ISR," Sacramento - Stockton - Modesto, CA DMA"," Modesto, CA MSA", Other Metro GMR.
CALIFORNIA,CA,SUTTER,Central Valley* ISR," Sacramento - Stockton - Modesto, CA DMA"," Yuba City, CA MSA", Other Metro GMR.
CALIFORNIA,CA,TEHAMA,Shasta Cascade ISR," Chico - Redding, CA DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
CALIFORNIA,CA,TRINITY,Shasta Cascade ISR," Chico - Redding, CA DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
CALIFORNIA,CA,TULARE,Central Valley* ISR," Fresno - Visalia, CA DMA"," Visalia - Tulare - Porterville, CA MSA", Other Metro GMR.
CALIFORNIA,CA,TUOLUMNE,Gold Country & High Sierra* ISR," Sacramento - Stockton - Modesto, CA DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
CALIFORNIA,CA,VENTURA,Central Coast ISR," Los Angeles, CA DMA"," Ventura, CA PMSA", LA Suburbs GMR.
CALIFORNIA,CA,YOLO,Central Valley* ISR," Sacramento - Stockton - Modesto, CA DMA"," Yolo, CA PMSA", Other Metro GMR.
CALIFORNIA,CA,YUBA,Gold Country & High Sierra* ISR," Sacramento - Stockton - Modesto, CA DMA"," Yuba City, CA MSA", Other Metro GMR.
