STATE,STATE_AB,COUNTY,Internal_State_Region,TVDMA,Metropolitan_Statistical_Areas,Metro_Grp
TENNESSEE,TN,LOUDON,Mountainous East ISR," Knoxville, TN - KY DMA"," Knoxville, TN MSA", Knoxville Metro GMR.
TENNESSEE,TN,MCMINN,Plateaus & Valleys ISR," Chattanooga, TN - GA - NC DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,MCNAIRY,Delta Country ISR," Memphis, TN - AR- MS - MO DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,MACON,Plateaus & Valleys ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,MADISON,Delta Country ISR," Jackson, TN DMA"," Jackson, TN MSA", Other Metro GMR.
TENNESSEE,TN,MARION,Plateaus & Valleys ISR," Chattanooga, TN - GA - NC DMA"," Chattanooga, TN - GA MSA", Other Metro GMR.
TENNESSEE,TN,MARSHALL,Heartland ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,MAURY,Heartland ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,MEIGS,Plateaus & Valleys ISR," Chattanooga, TN - GA - NC DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,MONROE,Mountainous East ISR," Knoxville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,MONTGOMERY,Heartland ISR," Nashville, TN - KY DMA"," Clarksville - Hopkinsville, TN - KY MSA", Other Metro GMR.
TENNESSEE,TN,MOORE,Heartland ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,MORGAN,Mountainous East ISR," Knoxville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,OBION,Delta Country ISR," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,OVERTON,Plateaus & Valleys ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,PERRY,Heartland ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,PICKETT,Plateaus & Valleys ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,POLK,Plateaus & Valleys ISR," Chattanooga, TN - GA - NC DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,PUTNAM,Plateaus & Valleys ISR," Nashville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,RHEA,Plateaus & Valleys ISR," Chattanooga, TN - GA - NC DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,ROANE,Mountainous East ISR," Knoxville, TN - KY DMA", Not Assigned to Metro Area (NAM), Non Metro GMR.
TENNESSEE,TN,ROBERTSON,Heartland ISR," Nashville, TN - KY DMA"," Nashville, TN MSA", Nashville Metro GMR.
