STATE,STATE_AB,COUNTY,TVDMA,STATEFP,COUNTYFP,COUNTY_PROPER,,,
ILLINOIS,IL,STEPHENSON," Rockford, IL DMA",17,177,Stephenson,,,
ILLINOIS,IL,TAZEWELL," Peoria - Bloomington, IL DMA",17,179,Tazewell,,,
ILLINOIS,IL,UNION," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",17,181,Union,,,
ILLINOIS,IL,VERMILION," Champaign - Springfield - Decatur, IL DMA",17,183,Vermilion,,,
ILLINOIS,IL,WABASH," Evansville, IN - IL - KY DMA",17,185,Wabash,,,
ILLINOIS,IL,WARREN," Davenport - Rock Island - Moline, IA - IL DMA",17,187,Warren,,,
ILLINOIS,IL,WASHINGTON," St. Louis, MO - IL DMA",17,189,Washington,,,
ILLINOIS,IL,WAYNE," Evansville, IN - IL - KY DMA",17,191,Wayne,,,
ILLINOIS,IL,WHITE," Evansville, IN - IL - KY DMA",17,193,White,,,
ILLINOIS,IL,WHITESIDE," Davenport - Rock Island - Moline, IA - IL DMA",17,195,Whiteside,,,
ILLINOIS,IL,WILL," Chicago, IL - IN DMA",17,197,Will,,,
ILLINOIS,IL,WILLIAMSON," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",17,199,Williamson,,,
ILLINOIS,IL,WINNEBAGO," Rockford, IL DMA",17,201,Winnebago,,,
ILLINOIS,IL,WOODFORD," Peoria - Bloomington, IL DMA",17,203,Woodford,,,
ILLINOIS,IL,DE KALB," Chicago, IL - IN DMA",17,037,DeKalb,,,
ILLINOIS,IL,DU PAGE," Chicago, IL - IN DMA",17,043,DuPage,,,
ILLINOIS,IL,ST CLAIR," St. Louis, MO - IL DMA",17,163,St. Clair,,,
INDIANA,IN,ADAMS," Ft. Wayne, IN - OH DMA",18,001,Adams,,,
INDIANA,IN,ALLEN," Ft. Wayne, IN - OH DMA",18,003,Allen,,,
INDIANA,IN,BARTHOLOMEW," Indianapolis, IN DMA",18,005,Bartholomew,,,
INDIANA,IN,BENTON," Indianapolis, IN DMA",18,007,Benton,,,
INDIANA,IN,BLACKFORD," Indianapolis, IN DMA",18,009,Blackford,,,
INDIANA,IN,BOONE," Indianapolis, IN DMA",18,011,Boone,,,
INDIANA,IN,BROWN," Indianapolis, IN DMA",18,013,Brown,,,
INDIANA,IN,CARROLL," Indianapolis, IN DMA",18,015,Carroll,,,
INDIANA,IN,CASS," Indianapolis, IN DMA",18,017,Cass,,,
INDIANA,IN,CLARK," Louisville, KY - IN DMA",18,019,Clark,,,
INDIANA,IN,CLAY," Terre Haute, IN - IL DMA",18,021,Clay,,,
INDIANA,IN,CLINTON," Indianapolis, IN DMA",18,023,Clinton,,,
INDIANA,IN,CRAWFORD," Louisville, KY - IN DMA",18,025,Crawford,,,
INDIANA,IN,DAVIESS," Terre Haute, IN - IL DMA",18,027,Daviess,,,
INDIANA,IN,DEARBORN," Cincinnati, OH -IN - KY DMA",18,029,Dearborn,,,
INDIANA,IN,DECATUR," Indianapolis, IN DMA",18,031,Decatur,,,
INDIANA,IN,DE KALB," Ft. Wayne, IN - OH DMA",18,033,De Kalb,,,
INDIANA,IN,DELAWARE," Indianapolis, IN DMA",18,035,Delaware,,,
INDIANA,IN,DUBOIS," Evansville, IN - IL - KY DMA",18,037,Dubois,,,
INDIANA,IN,ELKHART," South Bend - Elkhart, IN - MI DMA",18,039,Elkhart,,,
INDIANA,IN,FAYETTE," Indianapolis, IN DMA",18,041,Fayette,,,
INDIANA,IN,FLOYD," Louisville, KY - IN DMA",18,043,Floyd,,,
INDIANA,IN,FOUNTAIN," Indianapolis, IN DMA",18,045,Fountain,,,
INDIANA,IN,FRANKLIN," Cincinnati, OH -IN - KY DMA",18,047,Franklin,,,
INDIANA,IN,FULTON," South Bend - Elkhart, IN - MI DMA",18,049,Fulton,,,
INDIANA,IN,GIBSON," Evansville, IN - IL - KY DMA",18,051,Gibson,,,
INDIANA,IN,GRANT," Indianapolis, IN DMA",18,053,Grant,,,
INDIANA,IN,GREENE," Terre Haute, IN - IL DMA",18,055,Greene,,,
INDIANA,IN,HAMILTON," Indianapolis, IN DMA",18,057,Hamilton,,,
INDIANA,IN,HANCOCK," Indianapolis, IN DMA",18,059,Hancock,,,
INDIANA,IN,HARRISON," Louisville, KY - IN DMA",18,061,Harrison,,,
INDIANA,IN,HENDRICKS," Indianapolis, IN DMA",18,063,Hendricks,,,
INDIANA,IN,HENRY," Indianapolis, IN DMA",18,065,Henry,,,
INDIANA,IN,HOWARD," Indianapolis, IN DMA",18,067,Howard,,,
INDIANA,IN,HUNTINGTON," Ft. Wayne, IN - OH DMA",18,069,Huntington,,,
INDIANA,IN,JACKSON," Louisville, KY - IN DMA",18,071,Jackson,,,
INDIANA,IN,JASPER," Chicago, IL - IN DMA",18,073,Jasper,,,
INDIANA,IN,JAY," Ft. Wayne, IN - OH DMA",18,075,Jay,,,
INDIANA,IN,JEFFERSON," Louisville, KY - IN DMA",18,077,Jefferson,,,
INDIANA,IN,JENNINGS," Louisville, KY - IN DMA",18,079,Jennings,,,
INDIANA,IN,JOHNSON," Indianapolis, IN DMA",18,081,Johnson,,,
INDIANA,IN,KNOX," Terre Haute, IN - IL DMA",18,083,Knox,,,
INDIANA,IN,KOSCIUSKO," South Bend - Elkhart, IN - MI DMA",18,085,Kosciusko,,,
INDIANA,IN,LAGRANGE," South Bend - Elkhart, IN - MI DMA",18,087,Lagrange,,,
INDIANA,IN,LAKE," Chicago, IL - IN DMA",18,089,Lake,,,
INDIANA,IN,LA PORTE," Chicago, IL - IN DMA",18,091,La Porte,,,
INDIANA,IN,LAWRENCE," Indianapolis, IN DMA",18,093,Lawrence,,,
INDIANA,IN,MADISON," Indianapolis, IN DMA",18,095,Madison,,,
INDIANA,IN,MARION," Indianapolis, IN DMA",18,097,Marion,,,
INDIANA,IN,MARSHALL," South Bend - Elkhart, IN - MI DMA",18,099,Marshall,,,
INDIANA,IN,MARTIN," Terre Haute, IN - IL DMA",18,101,Martin,,,
INDIANA,IN,MIAMI," Indianapolis, IN DMA",18,103,Miami,,,
INDIANA,IN,MONROE," Indianapolis, IN DMA",18,105,Monroe,,,
INDIANA,IN,MONTGOMERY," Indianapolis, IN DMA",18,107,Montgomery,,,
INDIANA,IN,MORGAN," Indianapolis, IN DMA",18,109,Morgan,,,
INDIANA,IN,NEWTON," Chicago, IL - IN DMA",18,111,Newton,,,
INDIANA,IN,NOBLE," Ft. Wayne, IN - OH DMA",18,113,Noble,,,
INDIANA,IN,OHIO," Cincinnati, OH -IN - KY DMA",18,115,Ohio,,,
INDIANA,IN,ORANGE," Louisville, KY - IN DMA",18,117,Orange,,,
INDIANA,IN,OWEN," Indianapolis, IN DMA",18,119,Owen,,,
INDIANA,IN,PARKE," Terre Haute, IN - IL DMA",18,121,Parke,,,
INDIANA,IN,PERRY," Evansville, IN - IL - KY DMA",18,123,Perry,,,
INDIANA,IN,PIKE," Evansville, IN - IL - KY DMA",18,125,Pike,,,
INDIANA,IN,PORTER," Chicago, IL - IN DMA",18,127,Porter,,,
INDIANA,IN,POSEY," Evansville, IN - IL - KY DMA",18,129,Posey,,,
INDIANA,IN,PULASKI," South Bend - Elkhart, IN - MI DMA",18,131,Pulaski,,,
INDIANA,IN,PUTNAM," Indianapolis, IN DMA",18,133,Putnam,,,
INDIANA,IN,RANDOLPH," Indianapolis, IN DMA",18,135,Randolph,,,
INDIANA,IN,RIPLEY," Cincinnati, OH -IN - KY DMA",18,137,Ripley,,,
INDIANA,IN,RUSH," Indianapolis, IN DMA",18,139,Rush,,,
INDIANA,IN,SCOTT," Louisville, KY - IN DMA",18,143,Scott,,,
INDIANA,IN,SHELBY," Indianapolis, IN DMA",18,145,Shelby,,,
INDIANA,IN,SPENCER," Evansville, IN - IL - KY DMA",18,147,Spencer,,,
INDIANA,IN,STARKE," South Bend - Elkhart, IN - MI DMA",18,149,Starke,,,
INDIANA,IN,STEUBEN," Ft. Wayne, IN - OH DMA",18,151,Steuben,,,
INDIANA,IN,SULLIVAN," Terre Haute, IN - IL DMA",18,153,Sullivan,,,
INDIANA,IN,SWITZERLAND," Cincinnati, OH -IN - KY DMA",18,155,Switzerland,,,
INDIANA,IN,TIPPECANOE," Lafayette, IN DMA",18,157,Tippecanoe,,,
INDIANA,IN,TIPTON," Indianapolis, IN DMA",18,159,Tipton,,,
INDIANA,IN,UNION," Cincinnati, OH -IN - KY DMA",18,161,Union,,,
INDIANA,IN,VANDERBURGH," Evansville, IN - IL - KY DMA",18,163,Vanderburgh,,,
INDIANA,IN,VERMILLION," Terre Haute, IN - IL DMA",18,165,Vermillion,,,
INDIANA,IN,VIGO," Terre Haute, IN - IL DMA",18,167,Vigo,,,
INDIANA,IN,WABASH," Ft. Wayne, IN - OH DMA",18,169,Wabash,,,
INDIANA,IN,WARREN," Lafayette, IN DMA",18,171,Warren,,,
INDIANA,IN,WARRICK," Evansville, IN - IL - KY DMA",18,173,Warrick,,,
INDIANA,IN,WASHINGTON," Louisville, KY - IN DMA",18,175,Washington,,,
INDIANA,IN,WAYNE," Dayton, OH - IN DMA",18,177,Wayne,,,
INDIANA,IN,WELLS," Ft. Wayne, IN - OH DMA",18,179,Wells,,,
INDIANA,IN,WHITE," Indianapolis, IN DMA",18,181,White,,,
INDIANA,IN,WHITLEY," Ft. Wayne, IN - OH DMA",18,183,Whitley,,,
INDIANA,IN,ST JOSEPH," South Bend - Elkhart, IN - MI DMA",18,141,St. Joseph,,,
KANSAS,KS,ALLEN," Joplin - Pittsburg, MO - KS - OK DMA",20,001,Allen,,,
KANSAS,KS,ANDERSON," Kansas City, MO - KS DMA",20,003,Anderson,,,
KANSAS,KS,ATCHISON," Kansas City, MO - KS DMA",20,005,Atchison,,,
KANSAS,KS,BARBER," Wichita - Hutchinson Plus, KS - NE DMA",20,007,Barber,,,
KANSAS,KS,BARTON," Wichita - Hutchinson Plus, KS - NE DMA",20,009,Barton,,,
KANSAS,KS,BOURBON," Joplin - Pittsburg, MO - KS - OK DMA",20,011,Bourbon,,,
KANSAS,KS,BROWN," Topeka, KS DMA",20,013,Brown,,,
KANSAS,KS,BUTLER," Wichita - Hutchinson Plus, KS - NE DMA",20,015,Butler,,,
KANSAS,KS,CHASE," Wichita - Hutchinson Plus, KS - NE DMA",20,017,Chase,,,
KANSAS,KS,CHAUTAUQUA," Tulsa, OK - KS DMA",20,019,Chautauqua,,,
KANSAS,KS,CHEROKEE," Joplin - Pittsburg, MO - KS - OK DMA",20,021,Cherokee,,,
KANSAS,KS,CHEYENNE," Wichita - Hutchinson Plus, KS - NE DMA",20,023,Cheyenne,,,
KANSAS,KS,CLARK," Wichita - Hutchinson Plus, KS - NE DMA",20,025,Clark,,,
KANSAS,KS,CLAY," Topeka, KS DMA",20,027,Clay,,,
KANSAS,KS,CLOUD," Topeka, KS DMA",20,029,Cloud,,,
KANSAS,KS,COFFEY," Topeka, KS DMA",20,031,Coffey,,,
KANSAS,KS,COMANCHE," Wichita - Hutchinson Plus, KS - NE DMA",20,033,Comanche,,,
KANSAS,KS,COWLEY," Wichita - Hutchinson Plus, KS - NE DMA",20,035,Cowley,,,
KANSAS,KS,CRAWFORD," Joplin - Pittsburg, MO - KS - OK DMA",20,037,Crawford,,,
KANSAS,KS,DECATUR," Wichita - Hutchinson Plus, KS - NE DMA",20,039,Decatur,,,
KANSAS,KS,DICKINSON," Wichita - Hutchinson Plus, KS - NE DMA",20,041,Dickinson,,,
KANSAS,KS,DONIPHAN," St. Joseph, MO - KS DMA",20,043,Doniphan,,,
KANSAS,KS,DOUGLAS," Kansas City, MO - KS DMA",20,045,Douglas,,,
KANSAS,KS,EDWARDS," Wichita - Hutchinson Plus, KS - NE DMA",20,047,Edwards,,,
KANSAS,KS,ELK," Wichita - Hutchinson Plus, KS - NE DMA",20,049,Elk,,,
KANSAS,KS,ELLIS," Wichita - Hutchinson Plus, KS - NE DMA",20,051,Ellis,,,
KANSAS,KS,ELLSWORTH," Wichita - Hutchinson Plus, KS - NE DMA",20,053,Ellsworth,,,
KANSAS,KS,FINNEY," Wichita - Hutchinson Plus, KS - NE DMA",20,055,Finney,,,
KANSAS,KS,FORD," Wichita - Hutchinson Plus, KS - NE DMA",20,057,Ford,,,
KANSAS,KS,FRANKLIN," Kansas City, MO - KS DMA",20,059,Franklin,,,
KANSAS,KS,GEARY," Topeka, KS DMA",20,061,Geary,,,
KANSAS,KS,GOVE," Wichita - Hutchinson Plus, KS - NE DMA",20,063,Gove,,,
KANSAS,KS,GRAHAM," Wichita - Hutchinson Plus, KS - NE DMA",20,065,Graham,,,
KANSAS,KS,GRANT," Wichita - Hutchinson Plus, KS - NE DMA",20,067,Grant,,,
KANSAS,KS,GRAY," Wichita - Hutchinson Plus, KS - NE DMA",20,069,Gray,,,
KANSAS,KS,GREELEY," Wichita - Hutchinson Plus, KS - NE DMA",20,071,Greeley,,,
KANSAS,KS,GREENWOOD," Wichita - Hutchinson Plus, KS - NE DMA",20,073,Greenwood,,,
KANSAS,KS,HAMILTON," Wichita - Hutchinson Plus, KS - NE DMA",20,075,Hamilton,,,
KANSAS,KS,HARPER," Wichita - Hutchinson Plus, KS - NE DMA",20,077,Harper,,,
KANSAS,KS,HARVEY," Wichita - Hutchinson Plus, KS - NE DMA",20,079,Harvey,,,
KANSAS,KS,HASKELL," Wichita - Hutchinson Plus, KS - NE DMA",20,081,Haskell,,,
KANSAS,KS,HODGEMAN," Wichita - Hutchinson Plus, KS - NE DMA",20,083,Hodgeman,,,
KANSAS,KS,JACKSON," Topeka, KS DMA",20,085,Jackson,,,
KANSAS,KS,JEFFERSON," Topeka, KS DMA",20,087,Jefferson,,,
KANSAS,KS,JEWELL," Lincoln & Hastings - Kearney Plus, NE - KS DMA",20,089,Jewell,,,
KANSAS,KS,JOHNSON," Kansas City, MO - KS DMA",20,091,Johnson,,,
KANSAS,KS,KEARNY," Wichita - Hutchinson Plus, KS - NE DMA",20,093,Kearny,,,
KANSAS,KS,KINGMAN," Wichita - Hutchinson Plus, KS - NE DMA",20,095,Kingman,,,
KANSAS,KS,KIOWA," Wichita - Hutchinson Plus, KS - NE DMA",20,097,Kiowa,,,
KANSAS,KS,LABETTE," Joplin - Pittsburg, MO - KS - OK DMA",20,099,Labette,,,
KANSAS,KS,LANE," Wichita - Hutchinson Plus, KS - NE DMA",20,101,Lane,,,
KANSAS,KS,LEAVENWORTH," Kansas City, MO - KS DMA",20,103,Leavenworth,,,
KANSAS,KS,LINCOLN," Wichita - Hutchinson Plus, KS - NE DMA",20,105,Lincoln,,,
KANSAS,KS,LINN," Kansas City, MO - KS DMA",20,107,Linn,,,
KANSAS,KS,LOGAN," Wichita - Hutchinson Plus, KS - NE DMA",20,109,Logan,,,
KANSAS,KS,LYON," Topeka, KS DMA",20,111,Lyon,,,
KANSAS,KS,MCPHERSON," Wichita - Hutchinson Plus, KS - NE DMA",20,113,McPherson,,,
KANSAS,KS,MARION," Wichita - Hutchinson Plus, KS - NE DMA",20,115,Marion,,,
KANSAS,KS,MARSHALL," Topeka, KS DMA",20,117,Marshall,,,
KANSAS,KS,MEADE," Wichita - Hutchinson Plus, KS - NE DMA",20,119,Meade,,,
KANSAS,KS,MIAMI," Kansas City, MO - KS DMA",20,121,Miami,,,
KANSAS,KS,MITCHELL," Wichita - Hutchinson Plus, KS - NE DMA",20,123,Mitchell,,,
KANSAS,KS,MONTGOMERY," Tulsa, OK - KS DMA",20,125,Montgomery,,,
KANSAS,KS,MORRIS," Topeka, KS DMA",20,127,Morris,,,
KANSAS,KS,MORTON," Amarillo, TX -NM - OK DMA",20,129,Morton,,,
KANSAS,KS,NEMAHA," Topeka, KS DMA",20,131,Nemaha,,,
KANSAS,KS,NEOSHO," Joplin - Pittsburg, MO - KS - OK DMA",20,133,Neosho,,,
KANSAS,KS,NESS," Wichita - Hutchinson Plus, KS - NE DMA",20,135,Ness,,,
KANSAS,KS,NORTON," Wichita - Hutchinson Plus, KS - NE DMA",20,137,Norton,,,
KANSAS,KS,OSAGE," Topeka, KS DMA",20,139,Osage,,,
KANSAS,KS,OSBORNE," Wichita - Hutchinson Plus, KS - NE DMA",20,141,Osborne,,,
KANSAS,KS,OTTAWA," Wichita - Hutchinson Plus, KS - NE DMA",20,143,Ottawa,,,
KANSAS,KS,PAWNEE," Wichita - Hutchinson Plus, KS - NE DMA",20,145,Pawnee,,,
KANSAS,KS,PHILLIPS," Lincoln & Hastings - Kearney Plus, NE - KS DMA",20,147,Phillips,,,
KANSAS,KS,POTTAWATOMIE," Topeka, KS DMA",20,149,Pottawatomie,,,
KANSAS,KS,PRATT," Wichita - Hutchinson Plus, KS - NE DMA",20,151,Pratt,,,
KANSAS,KS,RAWLINS," Wichita - Hutchinson Plus, KS - NE DMA",20,153,Rawlins,,,
KANSAS,KS,RENO," Wichita - Hutchinson Plus, KS - NE DMA",20,155,Reno,,,
KANSAS,KS,REPUBLIC," Lincoln & Hastings - Kearney Plus, NE - KS DMA",20,157,Republic,,,
KANSAS,KS,RICE," Wichita - Hutchinson Plus, KS - NE DMA",20,159,Rice,,,
KANSAS,KS,RILEY," Topeka, KS DMA",20,161,Riley,,,
KANSAS,KS,ROOKS," Wichita - Hutchinson Plus, KS - NE DMA",20,163,Rooks,,,
KANSAS,KS,RUSH," Wichita - Hutchinson Plus, KS - NE DMA",20,165,Rush,,,
KANSAS,KS,RUSSELL," Wichita - Hutchinson Plus, KS - NE DMA",20,167,Russell,,,
KANSAS,KS,SALINE," Wichita - Hutchinson Plus, KS - NE DMA",20,169,Saline,,,
KANSAS,KS,SCOTT," Wichita - Hutchinson Plus, KS - NE DMA",20,171,Scott,,,
KANSAS,KS,SEDGWICK," Wichita - Hutchinson Plus, KS - NE DMA",20,173,Sedgwick,,,
KANSAS,KS,SEWARD," Wichita - Hutchinson Plus, KS - NE DMA",20,175,Seward,,,
KANSAS,KS,SHAWNEE," Topeka, KS DMA",20,177,Shawnee,,,
KANSAS,KS,SHERIDAN," Wichita - Hutchinson Plus, KS - NE DMA",20,179,Sheridan,,,
KANSAS,KS,SHERMAN," Wichita - Hutchinson Plus, KS - NE DMA",20,181,Sherman,,,
KANSAS,KS,SMITH," Lincoln & Hastings - Kearney Plus, NE - KS DMA",20,183,Smith,,,
KANSAS,KS,STAFFORD," Wichita - Hutchinson Plus, KS - NE DMA",20,185,Stafford,,,
KANSAS,KS,STANTON," Wichita - Hutchinson Plus, KS - NE DMA",20,187,Stanton,,,
KANSAS,KS,STEVENS," Wichita - Hutchinson Plus, KS - NE DMA",20,189,Stevens,,,
KANSAS,KS,SUMNER," Wichita - Hutchinson Plus, KS - NE DMA",20,191,Sumner,,,
KANSAS,KS,THOMAS," Wichita - Hutchinson Plus, KS - NE DMA",20,193,Thomas,,,
KANSAS,KS,TREGO," Wichita - Hutchinson Plus, KS - NE DMA",20,195,Trego,,,
KANSAS,KS,WABAUNSEE," Topeka, KS DMA",20,197,Wabaunsee,,,
KANSAS,KS,WALLACE," Wichita - Hutchinson Plus, KS - NE DMA",20,199,Wallace,,,
KANSAS,KS,WASHINGTON," Topeka, KS DMA",20,201,Washington,,,
KANSAS,KS,WICHITA," Wichita - Hutchinson Plus, KS - NE DMA",20,203,Wichita,,,
KANSAS,KS,WILSON," Joplin - Pittsburg, MO - KS - OK DMA",20,205,Wilson,,,
KANSAS,KS,WOODSON," Joplin - Pittsburg, MO - KS - OK DMA",20,207,Woodson,,,
KANSAS,KS,WYANDOTTE," Kansas City, MO - KS DMA",20,209,Wyandotte,,,
KENTUCKY,KY,ADAIR," Bowling Green, KY DMA",21,001,Adair,,,
KENTUCKY,KY,ALLEN," Nashville, TN - KY DMA",21,003,Allen,,,
KENTUCKY,KY,ANDERSON," Lexington, KY DMA",21,005,Anderson,,,
KENTUCKY,KY,BALLARD," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",21,007,Ballard,,,
KENTUCKY,KY,BARREN," Bowling Green, KY DMA",21,009,Barren,,,
KENTUCKY,KY,BATH," Lexington, KY DMA",21,011,Bath,,,
KENTUCKY,KY,BELL," Knoxville, TN - KY DMA",21,013,Bell,,,
KENTUCKY,KY,BOONE," Cincinnati, OH -IN - KY DMA",21,015,Boone,,,
KENTUCKY,KY,BOURBON," Lexington, KY DMA",21,017,Bourbon,,,
KENTUCKY,KY,BOYD," Charleston - Huntington, WV - KY - OH DMA",21,019,Boyd,,,
KENTUCKY,KY,BOYLE," Lexington, KY DMA",21,021,Boyle,,,
KENTUCKY,KY,BRACKEN," Cincinnati, OH -IN - KY DMA",21,023,Bracken,,,
KENTUCKY,KY,BREATHITT," Lexington, KY DMA",21,025,Breathitt,,,
KENTUCKY,KY,BRECKINRIDGE," Louisville, KY - IN DMA",21,027,Breckinridge,,,
KENTUCKY,KY,BULLITT," Louisville, KY - IN DMA",21,029,Bullitt,,,
KENTUCKY,KY,BUTLER," Bowling Green, KY DMA",21,031,Butler,,,
KENTUCKY,KY,CALDWELL," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",21,033,Caldwell,,,
KENTUCKY,KY,CALLOWAY," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",21,035,Calloway,,,
KENTUCKY,KY,CAMPBELL," Cincinnati, OH -IN - KY DMA",21,037,Campbell,,,
KENTUCKY,KY,CARLISLE," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",21,039,Carlisle,,,
KENTUCKY,KY,CARROLL," Louisville, KY - IN DMA",21,041,Carroll,,,
KENTUCKY,KY,CARTER," Charleston - Huntington, WV - KY - OH DMA",21,043,Carter,,,
KENTUCKY,KY,CASEY," Lexington, KY DMA",21,045,Casey,,,
KENTUCKY,KY,CHRISTIAN," Nashville, TN - KY DMA",21,047,Christian,,,
KENTUCKY,KY,CLARK," Lexington, KY DMA",21,049,Clark,,,
KENTUCKY,KY,CLAY," Lexington, KY DMA",21,051,Clay,,,
KENTUCKY,KY,CLINTON," Nashville, TN - KY DMA",21,053,Clinton,,,
KENTUCKY,KY,CRITTENDEN," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",21,055,Crittenden,,,
KENTUCKY,KY,CUMBERLAND," Bowling Green, KY DMA",21,057,Cumberland,,,
KENTUCKY,KY,DAVIESS," Evansville, IN - IL - KY DMA",21,059,Daviess,,,
KENTUCKY,KY,EDMONSON," Bowling Green, KY DMA",21,061,Edmonson,,,
KENTUCKY,KY,ELLIOTT," Charleston - Huntington, WV - KY - OH DMA",21,063,Elliott,,,
KENTUCKY,KY,ESTILL," Lexington, KY DMA",21,065,Estill,,,
KENTUCKY,KY,FAYETTE," Lexington, KY DMA",21,067,Fayette,,,
KENTUCKY,KY,FLEMING," Lexington, KY DMA",21,069,Fleming,,,
KENTUCKY,KY,FLOYD," Charleston - Huntington, WV - KY - OH DMA",21,071,Floyd,,,
KENTUCKY,KY,FRANKLIN," Lexington, KY DMA",21,073,Franklin,,,
KENTUCKY,KY,FULTON," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",21,075,Fulton,,,
KENTUCKY,KY,GALLATIN," Cincinnati, OH -IN - KY DMA",21,077,Gallatin,,,
KENTUCKY,KY,GARRARD," Lexington, KY DMA",21,079,Garrard,,,
KENTUCKY,KY,GRANT," Cincinnati, OH -IN - KY DMA",21,081,Grant,,,
KENTUCKY,KY,GRAVES," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",21,083,Graves,,,
KENTUCKY,KY,GRAYSON," Louisville, KY - IN DMA",21,085,Grayson,,,
KENTUCKY,KY,GREEN," Louisville, KY - IN DMA",21,087,Green,,,
KENTUCKY,KY,GREENUP," Charleston - Huntington, WV - KY - OH DMA",21,089,Greenup,,,
KENTUCKY,KY,HANCOCK," Evansville, IN - IL - KY DMA",21,091,Hancock,,,
KENTUCKY,KY,HARDIN," Louisville, KY - IN DMA",21,093,Hardin,,,
KENTUCKY,KY,HARLAN," Knoxville, TN - KY DMA",21,095,Harlan,,,
KENTUCKY,KY,HARRISON," Lexington, KY DMA",21,097,Harrison,,,
KENTUCKY,KY,HART," Bowling Green, KY DMA",21,099,Hart,,,
KENTUCKY,KY,HENDERSON," Evansville, IN - IL - KY DMA",21,101,Henderson,,,
KENTUCKY,KY,HENRY," Louisville, KY - IN DMA",21,103,Henry,,,
KENTUCKY,KY,HICKMAN," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",21,105,Hickman,,,
KENTUCKY,KY,HOPKINS," Evansville, IN - IL - KY DMA",21,107,Hopkins,,,
KENTUCKY,KY,JACKSON," Lexington, KY DMA",21,109,Jackson,,,
KENTUCKY,KY,JEFFERSON," Louisville, KY - IN DMA",21,111,Jefferson,,,
KENTUCKY,KY,JESSAMINE," Lexington, KY DMA",21,113,Jessamine,,,
KENTUCKY,KY,JOHNSON," Charleston - Huntington, WV - KY - OH DMA",21,115,Johnson,,,
KENTUCKY,KY,KENTON," Cincinnati, OH -IN - KY DMA",21,117,Kenton,,,
KENTUCKY,KY,KNOTT," Lexington, KY DMA",21,119,Knott,,,
KENTUCKY,KY,KNOX," Lexington, KY DMA",21,121,Knox,,,
KENTUCKY,KY,LARUE," Louisville, KY - IN DMA",21,123,Larue,,,
KENTUCKY,KY,LAUREL," Lexington, KY DMA",21,125,Laurel,,,
KENTUCKY,KY,LAWRENCE," Charleston - Huntington, WV - KY - OH DMA",21,127,Lawrence,,,
KENTUCKY,KY,LEE," Lexington, KY DMA",21,129,Lee,,,
KENTUCKY,KY,LESLIE," Tri - Cities, TN - VA - KY DMA",21,131,Leslie,,,
KENTUCKY,KY,LETCHER," Tri - Cities, TN - VA - KY DMA",21,133,Letcher,,,
KENTUCKY,KY,LEWIS," Charleston - Huntington, WV - KY - OH DMA",21,135,Lewis,,,
KENTUCKY,KY,LINCOLN," Lexington, KY DMA",21,137,Lincoln,,,
KENTUCKY,KY,LIVINGSTON," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",21,139,Livingston,,,
KENTUCKY,KY,LOGAN," Nashville, TN - KY DMA",21,141,Logan,,,
KENTUCKY,KY,LYON," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",21,143,Lyon,,,
KENTUCKY,KY,MCCRACKEN," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",21,145,McCracken,,,
KENTUCKY,KY,MCCREARY," Knoxville, TN - KY DMA",21,147,McCreary,,,
KENTUCKY,KY,MCLEAN," Evansville, IN - IL - KY DMA",21,149,McLean,,,
KENTUCKY,KY,MADISON," Lexington, KY DMA",21,151,Madison,,,
KENTUCKY,KY,MAGOFFIN," Charleston - Huntington, WV - KY - OH DMA",21,153,Magoffin,,,
KENTUCKY,KY,MARION," Louisville, KY - IN DMA",21,155,Marion,,,
KENTUCKY,KY,MARSHALL," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",21,157,Marshall,,,
KENTUCKY,KY,MARTIN," Charleston - Huntington, WV - KY - OH DMA",21,159,Martin,,,
KENTUCKY,KY,MASON," Cincinnati, OH -IN - KY DMA",21,161,Mason,,,
KENTUCKY,KY,MEADE," Louisville, KY - IN DMA",21,163,Meade,,,
KENTUCKY,KY,MENIFEE," Lexington, KY DMA",21,165,Menifee,,,
KENTUCKY,KY,MERCER," Lexington, KY DMA",21,167,Mercer,,,
KENTUCKY,KY,METCALFE," Bowling Green, KY DMA",21,169,Metcalfe,,,
KENTUCKY,KY,MONROE," Nashville, TN - KY DMA",21,171,Monroe,,,
KENTUCKY,KY,MONTGOMERY," Lexington, KY DMA",21,173,Montgomery,,,
KENTUCKY,KY,MORGAN," Lexington, KY DMA",21,175,Morgan,,,
