STATE,STATE_AB,COUNTY,TVDMA,STATEFP,COUNTYFP,COUNTY_PROPER,,,
TENNESSEE,TN,MONROE," Knoxville, TN - KY DMA",47,123,Monroe,,,
TENNESSEE,TN,MONTGOMERY," Nashville, TN - KY DMA",47,125,Montgomery,,,
TENNESSEE,TN,MOORE," Nashville, TN - KY DMA",47,127,Moore,,,
TENNESSEE,TN,MORGAN," Knoxville, TN - KY DMA",47,129,Morgan,,,
TENNESSEE,TN,OBION," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",47,131,Obion,,,
TENNESSEE,TN,OVERTON," Nashville, TN - KY DMA",47,133,Overton,,,
TENNESSEE,TN,PERRY," Nashville, TN - KY DMA",47,135,Perry,,,
TENNESSEE,TN,PICKETT," Nashville, TN - KY DMA",47,137,Pickett,,,
TENNESSEE,TN,POLK," Chattanooga, TN - GA - NC DMA",47,139,Polk,,,
TENNESSEE,TN,PUTNAM," Nashville, TN - KY DMA",47,141,Putnam,,,
TENNESSEE,TN,RHEA," Chattanooga, TN - GA - NC DMA",47,143,Rhea,,,
TENNESSEE,TN,ROANE," Knoxville, TN - KY DMA",47,145,Roane,,,
TENNESSEE,TN,ROBERTSON," Nashville, TN - KY DMA",47,147,Robertson,,,
TENNESSEE,TN,RUTHERFORD," Nashville, TN - KY DMA",47,149,Rutherford,,,
TENNESSEE,TN,SCOTT," Knoxville, TN - KY DMA",47,151,Scott,,,
TENNESSEE,TN,SEQUATCHIE," Chattanooga, TN - GA - NC DMA",47,153,Sequatchie,,,
TENNESSEE,TN,SEVIER," Knoxville, TN - KY DMA",47,155,Sevier,,,
TENNESSEE,TN,SHELBY," Memphis, TN - AR- MS - MO DMA",47,157,Shelby,,,
TENNESSEE,TN,SMITH," Nashville, TN - KY DMA",47,159,Smith,,,
TENNESSEE,TN,STEWART," Nashville, TN - KY DMA",47,161,Stewart,,,
TENNESSEE,TN,SULLIVAN," Tri - Cities, TN - VA - KY DMA",47,163,Sullivan,,,
TENNESSEE,TN,SUMNER," Nashville, TN - KY DMA",47,165,Sumner,,,
TENNESSEE,TN,TIPTON," Memphis, TN - AR- MS - MO DMA",47,167,Tipton,,,
TENNESSEE,TN,TROUSDALE," Nashville, TN - KY DMA",47,169,Trousdale,,,
TENNESSEE,TN,UNICOI," Tri - Cities, TN - VA - KY DMA",47,171,Unicoi,,,
TENNESSEE,TN,UNION," Knoxville, TN - KY DMA",47,173,Union,,,
TENNESSEE,TN,VAN BUREN," Nashville, TN - KY DMA",47,175,Van Buren,,,
TENNESSEE,TN,WARREN," Nashville, TN - KY DMA",47,177,Warren,,,
TENNESSEE,TN,WASHINGTON," Tri - Cities, TN - VA - KY DMA",47,179,Washington,,,
TENNESSEE,TN,WAYNE," Huntsville - Decatur - Florence, AL - TN DMA",47,181,Wayne,,,
TENNESSEE,TN,WEAKLEY," Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA",47,183,Weakley,,,
TENNESSEE,TN,WHITE," Nashville, TN - KY DMA",47,185,White,,,
TENNESSEE,TN,WILLIAMSON," Nashville, TN - KY DMA",47,187,Williamson,,,
TENNESSEE,TN,WILSON," Nashville, TN - KY DMA",47,189,Wilson,,,
TENNESSEE,TN,DE KALB," Nashville, TN - KY DMA",47,041,DeKalb,,,
TEXAS,TX,ANDERSON," Dallas - Ft. Worth, TX DMA",48,001,Anderson,,,
TEXAS,TX,ANDREWS," Odessa - Midland, TX DMA",48,003,Andrews,,,
TEXAS,TX,ANGELINA," Tyler - Longview (Lufkin&Nacogdoches), TX DMA",48,005,Angelina,,,
TEXAS,TX,ARANSAS," Corpus Christi, TX DMA",48,007,Aransas,,,
TEXAS,TX,ARCHER," Wichita Falls & Lawton, TX - OK DMA",48,009,Archer,,,
TEXAS,TX,ARMSTRONG," Amarillo, TX -NM - OK DMA",48,011,Armstrong,,,
TEXAS,TX,ATASCOSA," San Antonio, TX DMA",48,013,Atascosa,,,
TEXAS,TX,AUSTIN," Houston, TX DMA",48,015,Austin,,,
TEXAS,TX,BAILEY," Lubbock, TX DMA",48,017,Bailey,,,
TEXAS,TX,BANDERA," San Antonio, TX DMA",48,019,Bandera,,,
TEXAS,TX,BASTROP," Austin, TX DMA",48,021,Bastrop,,,
TEXAS,TX,BAYLOR," Wichita Falls & Lawton, TX - OK DMA",48,023,Baylor,,,
TEXAS,TX,BEE," Corpus Christi, TX DMA",48,025,Bee,,,
TEXAS,TX,BELL," Waco - Temple - Bryan, TX DMA",48,027,Bell,,,
TEXAS,TX,BEXAR," San Antonio, TX DMA",48,029,Bexar,,,
TEXAS,TX,BLANCO," Austin, TX DMA",48,031,Blanco,,,
TEXAS,TX,BORDEN," Lubbock, TX DMA",48,033,Borden,,,
TEXAS,TX,BOSQUE," Dallas - Ft. Worth, TX DMA",48,035,Bosque,,,
TEXAS,TX,BOWIE," Shreveport, LA - AR - OK - TX DMA",48,037,Bowie,,,
TEXAS,TX,BRAZORIA," Houston, TX DMA",48,039,Brazoria,,,
TEXAS,TX,BRAZOS," Waco - Temple - Bryan, TX DMA",48,041,Brazos,,,
TEXAS,TX,BREWSTER," Odessa - Midland, TX DMA",48,043,Brewster,,,
TEXAS,TX,BRISCOE," Amarillo, TX -NM - OK DMA",48,045,Briscoe,,,
TEXAS,TX,BROOKS," Corpus Christi, TX DMA",48,047,Brooks,,,
TEXAS,TX,BROWN," Abilene - Sweetwater, TX DMA",48,049,Brown,,,
TEXAS,TX,BURLESON," Waco - Temple - Bryan, TX DMA",48,051,Burleson,,,
TEXAS,TX,BURNET," Austin, TX DMA",48,053,Burnet,,,
TEXAS,TX,CALDWELL," Austin, TX DMA",48,055,Caldwell,,,
TEXAS,TX,CALHOUN," Houston, TX DMA",48,057,Calhoun,,,
TEXAS,TX,CALLAHAN," Abilene - Sweetwater, TX DMA",48,059,Callahan,,,
TEXAS,TX,CAMERON," Harlingen - Weslaco - Brownsville - McAllen, TX DMA",48,061,Cameron,,,
TEXAS,TX,CAMP," Shreveport, LA - AR - OK - TX DMA",48,063,Camp,,,
TEXAS,TX,CARSON," Amarillo, TX -NM - OK DMA",48,065,Carson,,,
TEXAS,TX,CASS," Shreveport, LA - AR - OK - TX DMA",48,067,Cass,,,
TEXAS,TX,CASTRO," Amarillo, TX -NM - OK DMA",48,069,Castro,,,
TEXAS,TX,CHAMBERS," Houston, TX DMA",48,071,Chambers,,,
TEXAS,TX,CHEROKEE," Tyler - Longview (Lufkin&Nacogdoches), TX DMA",48,073,Cherokee,,,
TEXAS,TX,CHILDRESS," Amarillo, TX -NM - OK DMA",48,075,Childress,,,
TEXAS,TX,CLAY," Wichita Falls & Lawton, TX - OK DMA",48,077,Clay,,,
TEXAS,TX,COCHRAN," Lubbock, TX DMA",48,079,Cochran,,,
TEXAS,TX,COKE," San Angelo, TX DMA",48,081,Coke,,,
TEXAS,TX,COLEMAN," Abilene - Sweetwater, TX DMA",48,083,Coleman,,,
TEXAS,TX,COLLIN," Dallas - Ft. Worth, TX DMA",48,085,Collin,,,
TEXAS,TX,COLLINGSWORTH," Amarillo, TX -NM - OK DMA",48,087,Collingsworth,,,
TEXAS,TX,COLORADO," Houston, TX DMA",48,089,Colorado,,,
TEXAS,TX,COMAL," San Antonio, TX DMA",48,091,Comal,,,
TEXAS,TX,COMANCHE," Dallas - Ft. Worth, TX DMA",48,093,Comanche,,,
TEXAS,TX,CONCHO," San Angelo, TX DMA",48,095,Concho,,,
TEXAS,TX,COOKE," Dallas - Ft. Worth, TX DMA",48,097,Cooke,,,
TEXAS,TX,CORYELL," Waco - Temple - Bryan, TX DMA",48,099,Coryell,,,
TEXAS,TX,COTTLE," Amarillo, TX -NM - OK DMA",48,101,Cottle,,,
TEXAS,TX,CRANE," Odessa - Midland, TX DMA",48,103,Crane,,,
TEXAS,TX,CROCKETT," San Angelo, TX DMA",48,105,Crockett,,,
TEXAS,TX,CROSBY," Lubbock, TX DMA",48,107,Crosby,,,
TEXAS,TX,CULBERSON," El Paso, TX - NM DMA",48,109,Culberson,,,
TEXAS,TX,DALLAM," Amarillo, TX -NM - OK DMA",48,111,Dallam,,,
TEXAS,TX,DALLAS," Dallas - Ft. Worth, TX DMA",48,113,Dallas,,,
TEXAS,TX,DAWSON," Lubbock, TX DMA",48,115,Dawson,,,
TEXAS,TX,DEAF SMITH," Amarillo, TX -NM - OK DMA",48,117,Deaf Smith,,,
TEXAS,TX,DELTA," Dallas - Ft. Worth, TX DMA",48,119,Delta,,,
TEXAS,TX,DENTON," Dallas - Ft. Worth, TX DMA",48,121,Denton,,,
TEXAS,TX,DICKENS," Lubbock, TX DMA",48,125,Dickens,,,
TEXAS,TX,DIMMIT," San Antonio, TX DMA",48,127,Dimmit,,,
TEXAS,TX,DONLEY," Amarillo, TX -NM - OK DMA",48,129,Donley,,,
TEXAS,TX,DUVAL," Corpus Christi, TX DMA",48,131,Duval,,,
TEXAS,TX,EASTLAND," Abilene - Sweetwater, TX DMA",48,133,Eastland,,,
TEXAS,TX,ECTOR," Odessa - Midland, TX DMA",48,135,Ector,,,
TEXAS,TX,EDWARDS," San Antonio, TX DMA",48,137,Edwards,,,
TEXAS,TX,ELLIS," Dallas - Ft. Worth, TX DMA",48,139,Ellis,,,
TEXAS,TX,EL PASO," El Paso, TX - NM DMA",48,141,El Paso,,,
TEXAS,TX,ERATH," Dallas - Ft. Worth, TX DMA",48,143,Erath,,,
TEXAS,TX,FALLS," Waco - Temple - Bryan, TX DMA",48,145,Falls,,,
TEXAS,TX,FANNIN," Dallas - Ft. Worth, TX DMA",48,147,Fannin,,,
TEXAS,TX,FAYETTE," Austin, TX DMA",48,149,Fayette,,,
TEXAS,TX,FISHER," Abilene - Sweetwater, TX DMA",48,151,Fisher,,,
TEXAS,TX,FLOYD," Lubbock, TX DMA",48,153,Floyd,,,
TEXAS,TX,FOARD," Wichita Falls & Lawton, TX - OK DMA",48,155,Foard,,,
TEXAS,TX,FORT BEND," Houston, TX DMA",48,157,Fort Bend,,,
TEXAS,TX,FRANKLIN," Tyler - Longview (Lufkin&Nacogdoches), TX DMA",48,159,Franklin,,,
TEXAS,TX,FREESTONE," Dallas - Ft. Worth, TX DMA",48,161,Freestone,,,
TEXAS,TX,FRIO," San Antonio, TX DMA",48,163,Frio,,,
TEXAS,TX,GAINES," Lubbock, TX DMA",48,165,Gaines,,,
TEXAS,TX,GALVESTON," Houston, TX DMA",48,167,Galveston,,,
TEXAS,TX,GARZA," Lubbock, TX DMA",48,169,Garza,,,
TEXAS,TX,GILLESPIE," San Antonio, TX DMA",48,171,Gillespie,,,
TEXAS,TX,GLASSCOCK," Odessa - Midland, TX DMA",48,173,Glasscock,,,
TEXAS,TX,GOLIAD," San Antonio, TX DMA",48,175,Goliad,,,
TEXAS,TX,GONZALES," San Antonio, TX DMA",48,177,Gonzales,,,
TEXAS,TX,GRAY," Amarillo, TX -NM - OK DMA",48,179,Gray,,,
TEXAS,TX,GRAYSON," Sherman - Ada, OK - TX DMA",48,181,Grayson,,,
TEXAS,TX,GREGG," Tyler - Longview (Lufkin&Nacogdoches), TX DMA",48,183,Gregg,,,
TEXAS,TX,GRIMES," Houston, TX DMA",48,185,Grimes,,,
TEXAS,TX,GUADALUPE," San Antonio, TX DMA",48,187,Guadalupe,,,
TEXAS,TX,HALE," Lubbock, TX DMA",48,189,Hale,,,
TEXAS,TX,HALL," Amarillo, TX -NM - OK DMA",48,191,Hall,,,
TEXAS,TX,HAMILTON," Dallas - Ft. Worth, TX DMA",48,193,Hamilton,,,
TEXAS,TX,HANSFORD," Amarillo, TX -NM - OK DMA",48,195,Hansford,,,
TEXAS,TX,HARDEMAN," Wichita Falls & Lawton, TX - OK DMA",48,197,Hardeman,,,
TEXAS,TX,HARDIN," Beaumont - Port Arthur, TX DMA",48,199,Hardin,,,
TEXAS,TX,HARRIS," Houston, TX DMA",48,201,Harris,,,
TEXAS,TX,HARRISON," Shreveport, LA - AR - OK - TX DMA",48,203,Harrison,,,
TEXAS,TX,HARTLEY," Amarillo, TX -NM - OK DMA",48,205,Hartley,,,
TEXAS,TX,HASKELL," Abilene - Sweetwater, TX DMA",48,207,Haskell,,,
TEXAS,TX,HAYS," Austin, TX DMA",48,209,Hays,,,
TEXAS,TX,HEMPHILL," Amarillo, TX -NM - OK DMA",48,211,Hemphill,,,
TEXAS,TX,HENDERSON," Dallas - Ft. Worth, TX DMA",48,213,Henderson,,,
TEXAS,TX,HIDALGO," Harlingen - Weslaco - Brownsville - McAllen, TX DMA",48,215,Hidalgo,,,
TEXAS,TX,HILL," Dallas - Ft. Worth, TX DMA",48,217,Hill,,,
TEXAS,TX,HOCKLEY," Lubbock, TX DMA",48,219,Hockley,,,
TEXAS,TX,HOOD," Dallas - Ft. Worth, TX DMA",48,221,Hood,,,
TEXAS,TX,HOPKINS," Dallas - Ft. Worth, TX DMA",48,223,Hopkins,,,
TEXAS,TX,HOUSTON," Tyler - Longview (Lufkin&Nacogdoches), TX DMA",48,225,Houston,,,
TEXAS,TX,HOWARD," Odessa - Midland, TX DMA",48,227,Howard,,,
TEXAS,TX,HUDSPETH," El Paso, TX - NM DMA",48,229,Hudspeth,,,
TEXAS,TX,HUNT," Dallas - Ft. Worth, TX DMA",48,231,Hunt,,,
TEXAS,TX,HUTCHINSON," Amarillo, TX -NM - OK DMA",48,233,Hutchinson,,,
TEXAS,TX,IRION," San Angelo, TX DMA",48,235,Irion,,,
TEXAS,TX,JACK," Dallas - Ft. Worth, TX DMA",48,237,Jack,,,
TEXAS,TX,JACKSON," Houston, TX DMA",48,239,Jackson,,,
TEXAS,TX,JASPER," Beaumont - Port Arthur, TX DMA",48,241,Jasper,,,
TEXAS,TX,JEFF DAVIS," Odessa - Midland, TX DMA",48,243,Jeff Davis,,,
TEXAS,TX,JEFFERSON," Beaumont - Port Arthur, TX DMA",48,245,Jefferson,,,
TEXAS,TX,JIM HOGG," Corpus Christi, TX DMA",48,247,Jim Hogg,,,
TEXAS,TX,JIM WELLS," Corpus Christi, TX DMA",48,249,Jim Wells,,,
TEXAS,TX,JOHNSON," Dallas - Ft. Worth, TX DMA",48,251,Johnson,,,
TEXAS,TX,JONES," Abilene - Sweetwater, TX DMA",48,253,Jones,,,
TEXAS,TX,KARNES," San Antonio, TX DMA",48,255,Karnes,,,
TEXAS,TX,KAUFMAN," Dallas - Ft. Worth, TX DMA",48,257,Kaufman,,,
TEXAS,TX,KENDALL," San Antonio, TX DMA",48,259,Kendall,,,
TEXAS,TX,KENEDY," Corpus Christi, TX DMA",48,261,Kenedy,,,
TEXAS,TX,KENT," Lubbock, TX DMA",48,263,Kent,,,
TEXAS,TX,KERR," San Antonio, TX DMA",48,265,Kerr,,,
TEXAS,TX,KIMBLE," San Angelo, TX DMA",48,267,Kimble,,,
TEXAS,TX,KING," Wichita Falls & Lawton, TX - OK DMA",48,269,King,,,
TEXAS,TX,KINNEY," San Antonio, TX DMA",48,271,Kinney,,,
TEXAS,TX,KLEBERG," Corpus Christi, TX DMA",48,273,Kleberg,,,
TEXAS,TX,KNOX," Wichita Falls & Lawton, TX - OK DMA",48,275,Knox,,,
TEXAS,TX,LAMAR," Dallas - Ft. Worth, TX DMA",48,277,Lamar,,,
TEXAS,TX,LAMB," Lubbock, TX DMA",48,279,Lamb,,,
TEXAS,TX,LAMPASAS," Waco - Temple - Bryan, TX DMA",48,281,Lampasas,,,
TEXAS,TX,LA SALLE," San Antonio, TX DMA",48,283,La Salle,,,
TEXAS,TX,LAVACA," San Antonio, TX DMA",48,285,Lavaca,,,
TEXAS,TX,LEE," Austin, TX DMA",48,287,Lee,,,
TEXAS,TX,LEON," Waco - Temple - Bryan, TX DMA",48,289,Leon,,,
TEXAS,TX,LIBERTY," Houston, TX DMA",48,291,Liberty,,,
TEXAS,TX,LIMESTONE," Waco - Temple - Bryan, TX DMA",48,293,Limestone,,,
TEXAS,TX,LIPSCOMB," Amarillo, TX -NM - OK DMA",48,295,Lipscomb,,,
TEXAS,TX,LIVE OAK," Corpus Christi, TX DMA",48,297,Live Oak,,,
TEXAS,TX,LLANO," Austin, TX DMA",48,299,Llano,,,
TEXAS,TX,LOVING," Odessa - Midland, TX DMA",48,301,Loving,,,
TEXAS,TX,LUBBOCK," Lubbock, TX DMA",48,303,Lubbock,,,
TEXAS,TX,LYNN," Lubbock, TX DMA",48,305,Lynn,,,
TEXAS,TX,MCCULLOCH," San Angelo, TX DMA",48,307,McCulloch,,,
TEXAS,TX,MCLENNAN," Waco - Temple - Bryan, TX DMA",48,309,McLennan,,,
TEXAS,TX,MCMULLEN," San Antonio, TX DMA",48,311,McMullen,,,
TEXAS,TX,MADISON," Waco - Temple - Bryan, TX DMA",48,313,Madison,,,
TEXAS,TX,MARION," Shreveport, LA - AR - OK - TX DMA",48,315,Marion,,,
TEXAS,TX,MARTIN," Odessa - Midland, TX DMA",48,317,Martin,,,
TEXAS,TX,MASON," Austin, TX DMA",48,319,Mason,,,
TEXAS,TX,MATAGORDA," Houston, TX DMA",48,321,Matagorda,,,
TEXAS,TX,MAVERICK," San Antonio, TX DMA",48,323,Maverick,,,
TEXAS,TX,MEDINA," San Antonio, TX DMA",48,325,Medina,,,
TEXAS,TX,MENARD," San Angelo, TX DMA",48,327,Menard,,,
TEXAS,TX,MIDLAND," Odessa - Midland, TX DMA",48,329,Midland,,,
TEXAS,TX,MILAM," Waco - Temple - Bryan, TX DMA",48,331,Milam,,,
TEXAS,TX,MILLS," Waco - Temple - Bryan, TX DMA",48,333,Mills,,,
TEXAS,TX,MITCHELL," Abilene - Sweetwater, TX DMA",48,335,Mitchell,,,
TEXAS,TX,MONTAGUE," Dallas - Ft. Worth, TX DMA",48,337,Montague,,,
TEXAS,TX,MONTGOMERY," Houston, TX DMA",48,339,Montgomery,,,
TEXAS,TX,MOORE," Amarillo, TX -NM - OK DMA",48,341,Moore,,,
TEXAS,TX,MORRIS," Shreveport, LA - AR - OK - TX DMA",48,343,Morris,,,
TEXAS,TX,MOTLEY," Lubbock, TX DMA",48,345,Motley,,,
TEXAS,TX,NACOGDOCHES," Tyler - Longview (Lufkin&Nacogdoches), TX DMA",48,347,Nacogdoches,,,
TEXAS,TX,NAVARRO," Dallas - Ft. Worth, TX DMA",48,349,Navarro,,,
TEXAS,TX,NEWTON," Beaumont - Port Arthur, TX DMA",48,351,Newton,,,
TEXAS,TX,NOLAN," Abilene - Sweetwater, TX DMA",48,353,Nolan,,,
TEXAS,TX,NUECES," Corpus Christi, TX DMA",48,355,Nueces,,,
TEXAS,TX,OCHILTREE," Amarillo, TX -NM - OK DMA",48,357,Ochiltree,,,
TEXAS,TX,OLDHAM," Amarillo, TX -NM - OK DMA",48,359,Oldham,,,
TEXAS,TX,ORANGE," Beaumont - Port Arthur, TX DMA",48,361,Orange,,,
TEXAS,TX,PALO PINTO," Dallas - Ft. Worth, TX DMA",48,363,Palo Pinto,,,
TEXAS,TX,PANOLA," Shreveport, LA - AR - OK - TX DMA",48,365,Panola,,,
TEXAS,TX,PARKER," Dallas - Ft. Worth, TX DMA",48,367,Parker,,,
TEXAS,TX,PARMER," Amarillo, TX -NM - OK DMA",48,369,Parmer,,,
TEXAS,TX,PECOS," Odessa - Midland, TX DMA",48,371,Pecos,,,
TEXAS,TX,POLK," Houston, TX DMA",48,373,Polk,,,
TEXAS,TX,POTTER," Amarillo, TX -NM - OK DMA",48,375,Potter,,,
TEXAS,TX,PRESIDIO," Odessa - Midland, TX DMA",48,377,Presidio,,,
TEXAS,TX,RAINS," Dallas - Ft. Worth, TX DMA",48,379,Rains,,,
TEXAS,TX,RANDALL," Amarillo, TX -NM - OK DMA",48,381,Randall,,,
TEXAS,TX,REAGAN," Odessa - Midland, TX DMA",48,383,Reagan,,,
TEXAS,TX,REAL," San Antonio, TX DMA",48,385,Real,,,
TEXAS,TX,RED RIVER," Shreveport, LA - AR - OK - TX DMA",48,387,Red River,,,
TEXAS,TX,REEVES," Odessa - Midland, TX DMA",48,389,Reeves,,,
TEXAS,TX,REFUGIO," Corpus Christi, TX DMA",48,391,Refugio,,,
TEXAS,TX,ROBERTS," Amarillo, TX -NM - OK DMA",48,393,Roberts,,,
TEXAS,TX,ROBERTSON," Waco - Temple - Bryan, TX DMA",48,395,Robertson,,,
TEXAS,TX,ROCKWALL," Dallas - Ft. Worth, TX DMA",48,397,Rockwall,,,
TEXAS,TX,RUNNELS," Abilene - Sweetwater, TX DMA",48,399,Runnels,,,
TEXAS,TX,RUSK," Tyler - Longview (Lufkin&Nacogdoches), TX DMA",48,401,Rusk,,,
TEXAS,TX,SABINE," Shreveport, LA - AR - OK - TX DMA",48,403,Sabine,,,
TEXAS,TX,SAN AUGUSTINE," Tyler - Longview (Lufkin&Nacogdoches), TX DMA",48,405,San Augustine,,,
TEXAS,TX,SAN JACINTO," Houston, TX DMA",48,407,San Jacinto,,,
TEXAS,TX,SAN PATRICIO," Corpus Christi, TX DMA",48,409,San Patricio,,,
TEXAS,TX,SAN SABA," Waco - Temple - Bryan, TX DMA",48,411,San Saba,,,
TEXAS,TX,SCHLEICHER," San Angelo, TX DMA",48,413,Schleicher,,,
TEXAS,TX,SCURRY," Abilene - Sweetwater, TX DMA",48,415,Scurry,,,
TEXAS,TX,SHACKELFORD," Abilene - Sweetwater, TX DMA",48,417,Shackelford,,,
TEXAS,TX,SHELBY," Shreveport, LA - AR - OK - TX DMA",48,419,Shelby,,,
TEXAS,TX,SHERMAN," Amarillo, TX -NM - OK DMA",48,421,Sherman,,,
TEXAS,TX,SMITH," Tyler - Longview (Lufkin&Nacogdoches), TX DMA",48,423,Smith,,,
TEXAS,TX,SOMERVELL," Dallas - Ft. Worth, TX DMA",48,425,Somervell,,,
TEXAS,TX,STARR," Harlingen - Weslaco - Brownsville - McAllen, TX DMA",48,427,Starr,,,
TEXAS,TX,STEPHENS," Abilene - Sweetwater, TX DMA",48,429,Stephens,,,
TEXAS,TX,STERLING," San Angelo, TX DMA",48,431,Sterling,,,
TEXAS,TX,STONEWALL," Abilene - Sweetwater, TX DMA",48,433,Stonewall,,,
TEXAS,TX,SUTTON," San Angelo, TX DMA",48,435,Sutton,,,
TEXAS,TX,SWISHER," Amarillo, TX -NM - OK DMA",48,437,Swisher,,,
TEXAS,TX,TARRANT," Dallas - Ft. Worth, TX DMA",48,439,Tarrant,,,
TEXAS,TX,TAYLOR," Abilene - Sweetwater, TX DMA",48,441,Taylor,,,
TEXAS,TX,TERRELL," Odessa - Midland, TX DMA",48,443,Terrell,,,
TEXAS,TX,TERRY," Lubbock, TX DMA",48,445,Terry,,,
TEXAS,TX,THROCKMORTON," Wichita Falls & Lawton, TX - OK DMA",48,447,Throckmorton,,,
TEXAS,TX,TITUS," Shreveport, LA - AR - OK - TX DMA",48,449,Titus,,,
TEXAS,TX,TOM GREEN," San Angelo, TX DMA",48,451,Tom Green,,,
TEXAS,TX,TRAVIS," Austin, TX DMA",48,453,Travis,,,
TEXAS,TX,TRINITY," Tyler - Longview (Lufkin&Nacogdoches), TX DMA",48,455,Trinity,,,
TEXAS,TX,TYLER," Beaumont - Port Arthur, TX DMA",48,457,Tyler,,,
TEXAS,TX,UPSHUR," Tyler - Longview (Lufkin&Nacogdoches), TX DMA",48,459,Upshur,,,
TEXAS,TX,UPTON," Odessa - Midland, TX DMA",48,461,Upton,,,
TEXAS,TX,UVALDE," San Antonio, TX DMA",48,463,Uvalde,,,
TEXAS,TX,VAL VERDE," San Antonio, TX DMA",48,465,Val Verde,,,
TEXAS,TX,VAN ZANDT," Dallas - Ft. Worth, TX DMA",48,467,Van Zandt,,,
TEXAS,TX,VICTORIA," Victoria, TX DMA",48,469,Victoria,,,
TEXAS,TX,WALKER," Houston, TX DMA",48,471,Walker,,,
TEXAS,TX,WALLER," Houston, TX DMA",48,473,Waller,,,
TEXAS,TX,WARD," Odessa - Midland, TX DMA",48,475,Ward,,,
TEXAS,TX,WASHINGTON," Houston, TX DMA",48,477,Washington,,,
TEXAS,TX,WEBB," Laredo, TX DMA",48,479,Webb,,,
TEXAS,TX,WHARTON," Houston, TX DMA",48,481,Wharton,,,
TEXAS,TX,WHEELER," Amarillo, TX -NM - OK DMA",48,483,Wheeler,,,
TEXAS,TX,WICHITA," Wichita Falls & Lawton, TX - OK DMA",48,485,Wichita,,,
TEXAS,TX,WILBARGER," Wichita Falls & Lawton, TX - OK DMA",48,487,Wilbarger,,,
TEXAS,TX,WILLACY," Harlingen - Weslaco - Brownsville - McAllen, TX DMA",48,489,Willacy,,,
TEXAS,TX,WILLIAMSON," Austin, TX DMA",48,491,Williamson,,,
TEXAS,TX,WILSON," San Antonio, TX DMA",48,493,Wilson,,,
TEXAS,TX,WINKLER," Odessa - Midland, TX DMA",48,495,Winkler,,,
TEXAS,TX,WISE," Dallas - Ft. Worth, TX DMA",48,497,Wise,,,
TEXAS,TX,WOOD," Tyler - Longview (Lufkin&Nacogdoches), TX DMA",48,499,Wood,,,
TEXAS,TX,YOAKUM," Lubbock, TX DMA",48,501,Yoakum,,,
TEXAS,TX,YOUNG," Wichita Falls & Lawton, TX - OK DMA",48,503,Young,,,
TEXAS,TX,ZAPATA," Laredo, TX DMA",48,505,Zapata,,,
TEXAS,TX,ZAVALA," San Antonio, TX DMA",48,507,Zavala,,,
TEXAS,TX,DE WITT," San Antonio, TX DMA",48,123,DeWitt,,,
UTAH,UT,BEAVER,"Salt Lake City, UT - ID - WY DMA",49,001,Beaver,,,
UTAH,UT,BOX ELDER,"Salt Lake City, UT - ID - WY DMA",49,003,Box Elder,,,
UTAH,UT,CACHE,"Salt Lake City, UT - ID - WY DMA",49,005,Cache,,,
UTAH,UT,CARBON,"Salt Lake City, UT - ID - WY DMA",49,007,Carbon,,,
UTAH,UT,DAGGETT,"Salt Lake City, UT - ID - WY DMA",49,009,Daggett,,,
UTAH,UT,DAVIS,"Salt Lake City, UT - ID - WY DMA",49,011,Davis,,,
UTAH,UT,DUCHESNE,"Salt Lake City, UT - ID - WY DMA",49,013,Duchesne,,,
UTAH,UT,EMERY,"Salt Lake City, UT - ID - WY DMA",49,015,Emery,,,
UTAH,UT,GARFIELD,"Salt Lake City, UT - ID - WY DMA",49,017,Garfield,,,
UTAH,UT,GRAND,"Salt Lake City, UT - ID - WY DMA",49,019,Grand,,,
UTAH,UT,IRON,"Salt Lake City, UT - ID - WY DMA",49,021,Iron,,,
UTAH,UT,JUAB,"Salt Lake City, UT - ID - WY DMA",49,023,Juab,,,
UTAH,UT,KANE,"Salt Lake City, UT - ID - WY DMA",49,025,Kane,,,
UTAH,UT,MILLARD,"Salt Lake City, UT - ID - WY DMA",49,027,Millard,,,
UTAH,UT,MORGAN,"Salt Lake City, UT - ID - WY DMA",49,029,Morgan,,,
UTAH,UT,PIUTE,"Salt Lake City, UT - ID - WY DMA",49,031,Piute,,,
UTAH,UT,RICH,"Salt Lake City, UT - ID - WY DMA",49,033,Rich,,,
UTAH,UT,SALT LAKE,"Salt Lake City, UT - ID - WY DMA",49,035,Salt Lake,,,
UTAH,UT,SAN JUAN,"Salt Lake City, UT - ID - WY DMA",49,037,San Juan,,,
UTAH,UT,SANPETE,"Salt Lake City, UT - ID - WY DMA",49,039,Sanpete,,,
UTAH,UT,SEVIER,"Salt Lake City, UT - ID - WY DMA",49,041,Sevier,,,
UTAH,UT,SUMMIT,"Salt Lake City, UT - ID - WY DMA",49,043,Summit,,,
UTAH,UT,TOOELE,"Salt Lake City, UT - ID - WY DMA",49,045,Tooele,,,
UTAH,UT,UINTAH,"Salt Lake City, UT - ID - WY DMA",49,047,Uintah,,,
UTAH,UT,UTAH,"Salt Lake City, UT - ID - WY DMA",49,049,Utah,,,
UTAH,UT,WASATCH,"Salt Lake City, UT - ID - WY DMA",49,051,Wasatch,,,
